iteration,loss,ppo_target,entropy,mean_reward,docking,drug_likeliness,prior_prob_diff,time_elapsed
33,0.013730654425072734,-0.01362852772606949,0.2231215439412905,28.791102463058937,-8.47883650952858,3.3059971471110905,0.38162818571853374,34.19602672417959
34,0.015311041999653578,-0.015196821684231077,0.2108864793728936,29.153161505347867,-8.610877192982446,3.3205299264004937,0.393594212995835,35.37695559256607
35,0.014181057251492489,-0.014054771681947931,0.19138276311934418,29.36657557515256,-8.685964912280715,3.308680838310448,0.4002647896428656,36.62026118622886
36,0.015441157857928555,-0.015298249945593914,0.17861813652244482,29.683442466832123,-8.795178302360647,3.2979075597502545,0.4152186543412838,37.88245359202226
37,0.012233966261687277,-0.012077018832149882,0.16536307765879366,29.96876267777202,-8.89582914572863,3.2812752405861,0.4287956963618818,39.19801405482822
38,0.010612404686813655,-0.010441911701807026,0.15009878746864835,29.78812441021441,-8.828034102306916,3.2582848916587515,0.46204193541069594,40.51949417591095
39,0.009877302033307396,-0.009701805560301162,0.13866622455147046,30.30890344259094,-9.011835506519573,3.2673788688697867,0.4568968813890974,41.84706415938007
40,0.006874030335446822,-0.006692287612122239,0.13028202987987342,30.281901359309202,-9.020402010050253,3.220695329158465,0.47201135269708516,43.19524995598528
41,0.00625198327123823,-0.006051781792101768,0.11285799375328893,30.762813600963202,-9.179959919839572,3.222933841444173,0.4873587261531179,44.556532955765725
42,0.02073937849814325,-0.020528275466753534,0.1020192985266504,31.14057690395869,-9.304408817635217,3.2273504510528928,0.49215941812710234,45.98152095953623
43,0.0060705442558884335,-0.005859994486088595,0.10322321496200729,30.922632919002425,-9.199599799899936,3.323833519302579,0.48889314901133524,47.237567792336144
44,0.00965340562592072,-0.009426390856614038,0.09153324524058114,31.453278322749178,-9.394742113169658,3.269051983239916,0.49927808904937276,48.60471797804038
45,0.006016521235811611,-0.005780484206233037,0.08216178464942847,31.754371931296188,-9.498698698698739,3.2582758352000973,0.4957610689673632,49.98085337585873
46,0.005740077640651712,-0.005495493239792386,0.07389908777002026,31.929549339935672,-9.562162162162043,3.2430628534491786,0.49814316007370635,51.37983736826314
47,0.008194645928147216,-0.007945360456133317,0.06373149694844811,32.06730346441888,-9.613306653326644,3.2273835044388783,0.4924386392279398,52.82682965391212
48,0.011972085927501399,-0.011720675233284274,0.05732476169647295,32.29727897699449,-9.692912912912881,3.218540238255733,0.4840651197597566,54.273755644891
49,0.0039875883576870035,-0.003737884744414147,0.051417861324271105,32.38936384403569,-9.732648973460165,3.191416923655102,0.47810398910250185,55.737940791447954
50,0.0034498898483440385,-0.003198333892547636,0.042759080215593416,32.587852599375395,-9.794697348674262,3.203760553352363,0.472512848301556,57.1616542438666
51,0.002565153320316873,-0.0023143865430520646,0.03673701962650952,32.61990249931626,-9.80600000000014,3.201902499316222,0.46068905296025925,58.58018869042397
52,0.003885595029350142,-0.003635367907376636,0.033158861877973275,32.787796019668946,-9.860530265132587,3.2062052242712014,0.4568824819079207,59.99865503470103
53,0.004181266555639492,-0.0039287061296998,0.028475438396183404,32.75157727800674,-9.860680340170205,3.1695362574964383,0.45627420129825835,61.39983289122581
54,0.0009752066248412359,-0.0007284036409866371,0.0238271363469782,32.79825920148026,-9.871271271271283,3.184445387666395,0.44807377911536944,62.78898408684466
55,0.0018852771651957142,-0.001643491875082419,0.0219598365099096,32.92114620951855,-9.90945000000021,3.1927962095184967,0.4437002990413039,64.17360285494063
56,0.000715895323449963,-0.00047494870056001565,0.020325654862151418,32.89449369843012,-9.897149999999787,3.203043698430061,0.43751332341313176,65.5890031245682
57,0.001610876443914749,-0.0013575972017618922,0.02152135612519946,32.99566355259782,-9.933700550826291,3.1945619001190533,0.4439902707229485,66.97041872077519
58,0.004329537650671299,-0.004065447212693546,0.022216187500224496,32.935593630152304,-9.919350000000154,3.1775436301522837,0.4660351572464649,68.38231344971392
59,0.0068796295914313015,-0.006599436917290401,0.019201132557319624,33.03681175308103,-9.958550000000159,3.1611617530810228,0.4933238942776334,69.82680284917355
60,0.0005785652228198252,-0.0002829215856318232,0.013351158804736786,31.98847167083538,-9.618187448417824,3.133909325580928,0.535921906453759,71.33083532253902
